"country","year","age","value","activity_type","burden_outcome"
"ABC",2021,77,0,"routine","deaths"
"ABC",2021,78,0,"routine","deaths"
"ABC",2021,79,0,"routine","deaths"
"ABC",2021,80,0,"routine","deaths"
"ABC",2021,81,0,"routine","deaths"
"ABC",2021,82,0,"routine","deaths"
"ABC",2021,83,0,"routine","deaths"
"ABC",2021,84,0,"routine","deaths"
"ABC",2021,85,0,"routine","deaths"
"ABC",2021,86,0,"routine","deaths"
"ABC",2021,87,0,"routine","deaths"
"ABC",2021,88,0,"routine","deaths"
"ABC",2021,89,0,"routine","deaths"
"ABC",2021,90,0,"routine","deaths"
"ABC",2021,91,0,"routine","deaths"
"ABC",2021,92,0,"routine","deaths"
"ABC",2021,93,0,"routine","deaths"
"ABC",2021,94,0,"routine","deaths"
"ABC",2021,95,0,"routine","deaths"
"ABC",2021,96,0,"routine","deaths"
"ABC",2021,97,0,"routine","deaths"
"ABC",2021,98,0,"routine","deaths"
"ABC",2021,99,0,"routine","deaths"
"ABC",2021,100,0,"routine","deaths"
"ABC",2022,0,25,"routine","deaths"
"ABC",2022,1,12,"routine","deaths"
"ABC",2022,2,11,"routine","deaths"
"ABC",2022,3,11,"routine","deaths"
"ABC",2022,4,11,"routine","deaths"
"ABC",2022,5,10,"routine","deaths"
"ABC",2022,6,10,"routine","deaths"
"ABC",2022,7,10,"routine","deaths"
"ABC",2022,8,10,"routine","deaths"
"ABC",2022,9,10,"routine","deaths"
"ABC",2022,10,14,"routine","deaths"
"ABC",2022,11,11,"routine","deaths"
"ABC",2022,12,9,"routine","deaths"
"ABC",2022,13,5,"routine","deaths"
"ABC",2022,14,8,"routine","deaths"
"ABC",2022,15,7,"routine","deaths"
"ABC",2022,16,8,"routine","deaths"
"ABC",2022,17,9,"routine","deaths"
"ABC",2022,18,11,"routine","deaths"
"ABC",2022,19,13,"routine","deaths"
"ABC",2022,20,12,"routine","deaths"
"ABC",2022,21,12,"routine","deaths"
"ABC",2022,22,11,"routine","deaths"
"ABC",2022,23,11,"routine","deaths"
"ABC",2022,24,10,"routine","deaths"
"ABC",2022,25,10,"routine","deaths"
"ABC",2022,26,9,"routine","deaths"
"ABC",2022,27,9,"routine","deaths"
"ABC",2022,28,9,"routine","deaths"
"ABC",2022,29,8,"routine","deaths"
"ABC",2022,30,8,"routine","deaths"
"ABC",2022,31,8,"routine","deaths"
"ABC",2022,32,6,"routine","deaths"
"ABC",2022,33,6,"routine","deaths"
"ABC",2022,34,4,"routine","deaths"
"ABC",2022,35,4,"routine","deaths"
"ABC",2022,36,4,"routine","deaths"
"ABC",2022,37,4,"routine","deaths"
"ABC",2022,38,4,"routine","deaths"
"ABC",2022,39,4,"routine","deaths"
"ABC",2022,40,4,"routine","deaths"
"ABC",2022,41,3,"routine","deaths"
"ABC",2022,42,3,"routine","deaths"
"ABC",2022,43,3,"routine","deaths"
"ABC",2022,44,3,"routine","deaths"
"ABC",2022,45,3,"routine","deaths"
"ABC",2022,46,3,"routine","deaths"
"ABC",2022,47,3,"routine","deaths"
"ABC",2022,48,2,"routine","deaths"
"ABC",2022,49,2,"routine","deaths"
"ABC",2022,50,2,"routine","deaths"
"ABC",2022,51,2,"routine","deaths"
"ABC",2022,52,2,"routine","deaths"
"ABC",2022,53,2,"routine","deaths"
"ABC",2022,54,2,"routine","deaths"
"ABC",2022,55,2,"routine","deaths"
"ABC",2022,56,2,"routine","deaths"
"ABC",2022,57,1,"routine","deaths"
"ABC",2022,58,1,"routine","deaths"
"ABC",2022,59,1,"routine","deaths"
"ABC",2022,60,1,"routine","deaths"
"ABC",2022,61,1,"routine","deaths"
"ABC",2022,62,1,"routine","deaths"
"ABC",2022,63,1,"routine","deaths"
"ABC",2022,64,1,"routine","deaths"
"ABC",2022,65,1,"routine","deaths"
"ABC",2022,66,1,"routine","deaths"
"ABC",2022,67,1,"routine","deaths"
"ABC",2022,68,1,"routine","deaths"
"ABC",2022,69,1,"routine","deaths"
"ABC",2022,70,1,"routine","deaths"
"ABC",2022,71,1,"routine","deaths"
"ABC",2022,72,0,"routine","deaths"
"ABC",2022,73,0,"routine","deaths"
"ABC",2022,74,0,"routine","deaths"
"ABC",2022,75,0,"routine","deaths"
"ABC",2022,76,0,"routine","deaths"
"ABC",2022,77,0,"routine","deaths"
"ABC",2022,78,0,"routine","deaths"
"ABC",2022,79,0,"routine","deaths"
"ABC",2022,80,0,"routine","deaths"
"ABC",2022,81,0,"routine","deaths"
"ABC",2022,82,0,"routine","deaths"
"ABC",2022,83,0,"routine","deaths"
"ABC",2022,84,0,"routine","deaths"
"ABC",2022,85,0,"routine","deaths"
"ABC",2022,86,0,"routine","deaths"
"ABC",2022,87,0,"routine","deaths"
"ABC",2022,88,0,"routine","deaths"
"ABC",2022,89,0,"routine","deaths"
"ABC",2022,90,0,"routine","deaths"
"ABC",2022,91,0,"routine","deaths"
"ABC",2022,92,0,"routine","deaths"
"ABC",2022,93,0,"routine","deaths"
"ABC",2022,94,0,"routine","deaths"
"ABC",2022,95,0,"routine","deaths"
"ABC",2022,96,0,"routine","deaths"
"ABC",2022,97,0,"routine","deaths"
"ABC",2022,98,0,"routine","deaths"
"ABC",2022,99,0,"routine","deaths"
"ABC",2022,100,0,"routine","deaths"
"ABC",2023,0,26,"routine","deaths"
"ABC",2023,1,12,"routine","deaths"
"ABC",2023,2,11,"routine","deaths"
"ABC",2023,3,11,"routine","deaths"
"ABC",2023,4,11,"routine","deaths"
"ABC",2023,5,10,"routine","deaths"
"ABC",2023,6,10,"routine","deaths"
"ABC",2023,7,10,"routine","deaths"
"ABC",2023,8,10,"routine","deaths"
"ABC",2023,9,9,"routine","deaths"
"ABC",2023,10,10,"routine","deaths"
"ABC",2023,11,14,"routine","deaths"
"ABC",2023,12,11,"routine","deaths"
"ABC",2023,13,8,"routine","deaths"
"ABC",2023,14,5,"routine","deaths"
"ABC",2023,15,8,"routine","deaths"
"ABC",2023,16,7,"routine","deaths"
"ABC",2023,17,8,"routine","deaths"
"ABC",2023,18,9,"routine","deaths"
"ABC",2023,19,11,"routine","deaths"
"ABC",2023,20,13,"routine","deaths"
"ABC",2023,21,12,"routine","deaths"
"ABC",2023,22,12,"routine","deaths"
"ABC",2023,23,11,"routine","deaths"
"ABC",2023,24,11,"routine","deaths"
"ABC",2023,25,10,"routine","deaths"
"ABC",2023,26,10,"routine","deaths"
"ABC",2023,27,9,"routine","deaths"
"ABC",2023,28,9,"routine","deaths"
"ABC",2023,29,8,"routine","deaths"
"ABC",2023,30,8,"routine","deaths"
"ABC",2023,31,8,"routine","deaths"
"ABC",2023,32,8,"routine","deaths"
"ABC",2023,33,6,"routine","deaths"
"ABC",2023,34,6,"routine","deaths"
"ABC",2023,35,4,"routine","deaths"
"ABC",2023,36,4,"routine","deaths"
"ABC",2023,37,4,"routine","deaths"
"ABC",2023,38,4,"routine","deaths"
"ABC",2023,39,4,"routine","deaths"
"ABC",2023,40,4,"routine","deaths"
"ABC",2023,41,4,"routine","deaths"
"ABC",2023,42,3,"routine","deaths"
"ABC",2023,43,3,"routine","deaths"
"ABC",2023,44,3,"routine","deaths"
"ABC",2023,45,3,"routine","deaths"
"ABC",2023,46,3,"routine","deaths"
"ABC",2023,47,3,"routine","deaths"
"ABC",2023,48,3,"routine","deaths"
"ABC",2023,49,2,"routine","deaths"
"ABC",2023,50,2,"routine","deaths"
"ABC",2023,51,2,"routine","deaths"
"ABC",2023,52,2,"routine","deaths"
"ABC",2023,53,2,"routine","deaths"
"ABC",2023,54,2,"routine","deaths"
"ABC",2023,55,2,"routine","deaths"
"ABC",2023,56,2,"routine","deaths"
"ABC",2023,57,1,"routine","deaths"
"ABC",2023,58,1,"routine","deaths"
"ABC",2023,59,1,"routine","deaths"
"ABC",2023,60,1,"routine","deaths"
"ABC",2023,61,1,"routine","deaths"
"ABC",2023,62,1,"routine","deaths"
"ABC",2023,63,1,"routine","deaths"
"ABC",2023,64,1,"routine","deaths"
"ABC",2023,65,1,"routine","deaths"
"ABC",2023,66,1,"routine","deaths"
"ABC",2023,67,1,"routine","deaths"
"ABC",2023,68,1,"routine","deaths"
"ABC",2023,69,1,"routine","deaths"
"ABC",2023,70,1,"routine","deaths"
"ABC",2023,71,1,"routine","deaths"
"ABC",2023,72,0,"routine","deaths"
"ABC",2023,73,0,"routine","deaths"
"ABC",2023,74,0,"routine","deaths"
"ABC",2023,75,0,"routine","deaths"
"ABC",2023,76,0,"routine","deaths"
"ABC",2023,77,0,"routine","deaths"
"ABC",2023,78,0,"routine","deaths"
"ABC",2023,79,0,"routine","deaths"
"ABC",2023,80,0,"routine","deaths"
"ABC",2023,81,0,"routine","deaths"
"ABC",2023,82,0,"routine","deaths"
"ABC",2023,83,0,"routine","deaths"
"ABC",2023,84,0,"routine","deaths"
"ABC",2023,85,0,"routine","deaths"
"ABC",2023,86,0,"routine","deaths"
"ABC",2023,87,0,"routine","deaths"
"ABC",2023,88,0,"routine","deaths"
"ABC",2023,89,0,"routine","deaths"
"ABC",2023,90,0,"routine","deaths"
"ABC",2023,91,0,"routine","deaths"
"ABC",2023,92,0,"routine","deaths"
"ABC",2023,93,0,"routine","deaths"
"ABC",2023,94,0,"routine","deaths"
"ABC",2023,95,0,"routine","deaths"
"ABC",2023,96,0,"routine","deaths"
"ABC",2023,97,0,"routine","deaths"
"ABC",2023,98,0,"routine","deaths"
"ABC",2023,99,0,"routine","deaths"
"ABC",2023,100,0,"routine","deaths"
"ABC",2024,0,26,"routine","deaths"
"ABC",2024,1,12,"routine","deaths"
"ABC",2024,2,12,"routine","deaths"
"ABC",2024,3,11,"routine","deaths"
"ABC",2024,4,11,"routine","deaths"
"ABC",2024,5,11,"routine","deaths"
"ABC",2024,6,10,"routine","deaths"
"ABC",2024,7,10,"routine","deaths"
"ABC",2024,8,10,"routine","deaths"
"ABC",2024,9,10,"routine","deaths"
"ABC",2024,10,9,"routine","deaths"
"ABC",2024,11,10,"routine","deaths"
"ABC",2024,12,14,"routine","deaths"
"ABC",2024,13,11,"routine","deaths"
"ABC",2024,14,8,"routine","deaths"
"ABC",2024,15,5,"routine","deaths"
"ABC",2024,16,8,"routine","deaths"
"ABC",2024,17,7,"routine","deaths"
"ABC",2024,18,8,"routine","deaths"
"ABC",2024,19,9,"routine","deaths"
"ABC",2024,20,10,"routine","deaths"
"ABC",2024,21,13,"routine","deaths"
"ABC",2024,22,12,"routine","deaths"
"ABC",2024,23,11,"routine","deaths"
"ABC",2024,24,11,"routine","deaths"
"ABC",2024,25,10,"routine","deaths"
"ABC",2024,26,10,"routine","deaths"
"ABC",2024,27,9,"routine","deaths"
"ABC",2024,28,9,"routine","deaths"
"ABC",2024,29,9,"routine","deaths"
"ABC",2024,30,8,"routine","deaths"
"ABC",2024,31,8,"routine","deaths"
"ABC",2024,32,8,"routine","deaths"
"ABC",2024,33,7,"routine","deaths"
"ABC",2024,34,6,"routine","deaths"
"ABC",2024,35,6,"routine","deaths"
"ABC",2024,36,4,"routine","deaths"
"ABC",2024,37,4,"routine","deaths"
"ABC",2024,38,4,"routine","deaths"
"ABC",2024,39,4,"routine","deaths"
"ABC",2024,40,4,"routine","deaths"
"ABC",2024,41,4,"routine","deaths"
"ABC",2024,42,4,"routine","deaths"
"ABC",2024,43,3,"routine","deaths"
"ABC",2024,44,3,"routine","deaths"
"ABC",2024,45,3,"routine","deaths"
"ABC",2024,46,3,"routine","deaths"
"ABC",2024,47,3,"routine","deaths"
"ABC",2024,48,3,"routine","deaths"
"ABC",2024,49,2,"routine","deaths"
"ABC",2024,50,2,"routine","deaths"
"ABC",2024,51,2,"routine","deaths"
"ABC",2024,52,2,"routine","deaths"
"ABC",2024,53,2,"routine","deaths"
"ABC",2024,54,2,"routine","deaths"
"ABC",2024,55,2,"routine","deaths"
"ABC",2024,56,2,"routine","deaths"
"ABC",2024,57,2,"routine","deaths"
"ABC",2024,58,1,"routine","deaths"
"ABC",2024,59,1,"routine","deaths"
"ABC",2024,60,1,"routine","deaths"
"ABC",2024,61,1,"routine","deaths"
"ABC",2024,62,1,"routine","deaths"
"ABC",2024,63,1,"routine","deaths"
"ABC",2024,64,1,"routine","deaths"
"ABC",2024,65,1,"routine","deaths"
"ABC",2024,66,1,"routine","deaths"
"ABC",2024,67,1,"routine","deaths"
"ABC",2024,68,1,"routine","deaths"
"ABC",2024,69,1,"routine","deaths"
"ABC",2024,70,1,"routine","deaths"
"ABC",2024,71,1,"routine","deaths"
"ABC",2024,72,0,"routine","deaths"
"ABC",2024,73,0,"routine","deaths"
"ABC",2024,74,0,"routine","deaths"
"ABC",2024,75,0,"routine","deaths"
"ABC",2024,76,0,"routine","deaths"
"ABC",2024,77,0,"routine","deaths"
"ABC",2024,78,0,"routine","deaths"
"ABC",2024,79,0,"routine","deaths"
"ABC",2024,80,0,"routine","deaths"
"ABC",2024,81,0,"routine","deaths"
"ABC",2024,82,0,"routine","deaths"
"ABC",2024,83,0,"routine","deaths"
"ABC",2024,84,0,"routine","deaths"
"ABC",2024,85,0,"routine","deaths"
"ABC",2024,86,0,"routine","deaths"
"ABC",2024,87,0,"routine","deaths"
"ABC",2024,88,0,"routine","deaths"
"ABC",2024,89,0,"routine","deaths"
"ABC",2024,90,0,"routine","deaths"
"ABC",2024,91,0,"routine","deaths"
"ABC",2024,92,0,"routine","deaths"
"ABC",2024,93,0,"routine","deaths"
"ABC",2024,94,0,"routine","deaths"
"ABC",2024,95,0,"routine","deaths"
"ABC",2024,96,0,"routine","deaths"
"ABC",2024,97,0,"routine","deaths"
"ABC",2024,98,0,"routine","deaths"
"ABC",2024,99,0,"routine","deaths"
"ABC",2024,100,0,"routine","deaths"
"ABC",2025,0,26,"routine","deaths"
"ABC",2025,1,12,"routine","deaths"
"ABC",2025,2,12,"routine","deaths"
"ABC",2025,3,12,"routine","deaths"
"ABC",2025,4,11,"routine","deaths"
"ABC",2025,5,11,"routine","deaths"
"ABC",2025,6,11,"routine","deaths"
"ABC",2025,7,10,"routine","deaths"
"ABC",2025,8,10,"routine","deaths"
"ABC",2025,9,10,"routine","deaths"
"ABC",2025,10,10,"routine","deaths"
"ABC",2025,11,9,"routine","deaths"
"ABC",2025,12,10,"routine","deaths"
"ABC",2025,13,13,"routine","deaths"
"ABC",2025,14,11,"routine","deaths"
"ABC",2025,15,8,"routine","deaths"
"ABC",2025,16,5,"routine","deaths"
"ABC",2025,17,8,"routine","deaths"
"ABC",2025,18,7,"routine","deaths"
"ABC",2025,19,8,"routine","deaths"
"ABC",2025,20,9,"routine","deaths"
"ABC",2025,21,10,"routine","deaths"
"ABC",2025,22,12,"routine","deaths"
"ABC",2025,23,12,"routine","deaths"
"ABC",2025,24,11,"routine","deaths"
"ABC",2025,25,11,"routine","deaths"
"ABC",2025,26,10,"routine","deaths"
"ABC",2025,27,10,"routine","deaths"
"ABC",2025,28,9,"routine","deaths"
"ABC",2025,29,9,"routine","deaths"
"ABC",2025,30,9,"routine","deaths"
"ABC",2025,31,8,"routine","deaths"
"ABC",2025,32,8,"routine","deaths"
"ABC",2025,33,8,"routine","deaths"
"ABC",2025,34,7,"routine","deaths"
"ABC",2025,35,6,"routine","deaths"
"ABC",2025,36,6,"routine","deaths"
"ABC",2025,37,4,"routine","deaths"
"ABC",2025,38,4,"routine","deaths"
"ABC",2025,39,4,"routine","deaths"
"ABC",2025,40,4,"routine","deaths"
"ABC",2025,41,4,"routine","deaths"
"ABC",2025,42,4,"routine","deaths"
"ABC",2025,43,3,"routine","deaths"
"ABC",2025,44,3,"routine","deaths"
"ABC",2025,45,3,"routine","deaths"
"ABC",2025,46,3,"routine","deaths"
"ABC",2025,47,3,"routine","deaths"
"ABC",2025,48,3,"routine","deaths"
"ABC",2025,49,3,"routine","deaths"
"ABC",2025,50,2,"routine","deaths"
"ABC",2025,51,2,"routine","deaths"
"ABC",2025,52,2,"routine","deaths"
"ABC",2025,53,2,"routine","deaths"
"ABC",2025,54,2,"routine","deaths"
"ABC",2025,55,2,"routine","deaths"
"ABC",2025,56,2,"routine","deaths"
"ABC",2025,57,2,"routine","deaths"
"ABC",2025,58,1,"routine","deaths"
"ABC",2025,59,1,"routine","deaths"
"ABC",2025,60,1,"routine","deaths"
"ABC",2025,61,1,"routine","deaths"
"ABC",2025,62,1,"routine","deaths"
"ABC",2025,63,1,"routine","deaths"
"ABC",2025,64,1,"routine","deaths"
"ABC",2025,65,1,"routine","deaths"
"ABC",2025,66,1,"routine","deaths"
"ABC",2025,67,1,"routine","deaths"
"ABC",2025,68,1,"routine","deaths"
"ABC",2025,69,1,"routine","deaths"
"ABC",2025,70,1,"routine","deaths"
"ABC",2025,71,1,"routine","deaths"
"ABC",2025,72,0,"routine","deaths"
"ABC",2025,73,0,"routine","deaths"
"ABC",2025,74,0,"routine","deaths"
"ABC",2025,75,0,"routine","deaths"
"ABC",2025,76,0,"routine","deaths"
"ABC",2025,77,0,"routine","deaths"
"ABC",2025,78,0,"routine","deaths"
"ABC",2025,79,0,"routine","deaths"
"ABC",2025,80,0,"routine","deaths"
"ABC",2025,81,0,"routine","deaths"
"ABC",2025,82,0,"routine","deaths"
"ABC",2025,83,0,"routine","deaths"
"ABC",2025,84,0,"routine","deaths"
"ABC",2025,85,0,"routine","deaths"
"ABC",2025,86,0,"routine","deaths"
"ABC",2025,87,0,"routine","deaths"
"ABC",2025,88,0,"routine","deaths"
"ABC",2025,89,0,"routine","deaths"
"ABC",2025,90,0,"routine","deaths"
"ABC",2025,91,0,"routine","deaths"
"ABC",2025,92,0,"routine","deaths"
"ABC",2025,93,0,"routine","deaths"
"ABC",2025,94,0,"routine","deaths"
"ABC",2025,95,0,"routine","deaths"
"ABC",2025,96,0,"routine","deaths"
"ABC",2025,97,0,"routine","deaths"
"ABC",2025,98,0,"routine","deaths"
"ABC",2025,99,0,"routine","deaths"
"ABC",2025,100,0,"routine","deaths"
"ABC",2026,0,27,"routine","deaths"
"ABC",2026,1,13,"routine","deaths"
"ABC",2026,2,12,"routine","deaths"
"ABC",2026,3,12,"routine","deaths"
"ABC",2026,4,11,"routine","deaths"
"ABC",2026,5,11,"routine","deaths"
"ABC",2026,6,11,"routine","deaths"
"ABC",2026,7,10,"routine","deaths"
"ABC",2026,8,10,"routine","deaths"
"ABC",2026,9,10,"routine","deaths"
"ABC",2026,10,10,"routine","deaths"
"ABC",2026,11,9,"routine","deaths"
"ABC",2026,12,9,"routine","deaths"
"ABC",2026,13,10,"routine","deaths"
"ABC",2026,14,13,"routine","deaths"
"ABC",2026,15,10,"routine","deaths"
"ABC",2026,16,8,"routine","deaths"
"ABC",2026,17,5,"routine","deaths"
"ABC",2026,18,8,"routine","deaths"
"ABC",2026,19,7,"routine","deaths"
"ABC",2026,20,8,"routine","deaths"
"ABC",2026,21,9,"routine","deaths"
"ABC",2026,22,10,"routine","deaths"
"ABC",2026,23,12,"routine","deaths"
"ABC",2026,24,12,"routine","deaths"
"ABC",2026,25,11,"routine","deaths"
"ABC",2026,26,11,"routine","deaths"
"ABC",2026,27,10,"routine","deaths"
"ABC",2026,28,10,"routine","deaths"
"ABC",2026,29,9,"routine","deaths"
"ABC",2026,30,9,"routine","deaths"
"ABC",2026,31,8,"routine","deaths"
"ABC",2026,32,8,"routine","deaths"
"ABC",2026,33,8,"routine","deaths"
"ABC",2026,34,7,"routine","deaths"
"ABC",2026,35,7,"routine","deaths"
"ABC",2026,36,6,"routine","deaths"
"ABC",2026,37,6,"routine","deaths"
"ABC",2026,38,4,"routine","deaths"
"ABC",2026,39,4,"routine","deaths"
"ABC",2026,40,4,"routine","deaths"
"ABC",2026,41,4,"routine","deaths"
"ABC",2026,42,4,"routine","deaths"
"ABC",2026,43,4,"routine","deaths"
"ABC",2026,44,3,"routine","deaths"
"ABC",2026,45,3,"routine","deaths"
"ABC",2026,46,3,"routine","deaths"
"ABC",2026,47,3,"routine","deaths"
"ABC",2026,48,3,"routine","deaths"
"ABC",2026,49,3,"routine","deaths"
"ABC",2026,50,3,"routine","deaths"
"ABC",2026,51,2,"routine","deaths"
"ABC",2026,52,2,"routine","deaths"
"ABC",2026,53,2,"routine","deaths"
"ABC",2026,54,2,"routine","deaths"
"ABC",2026,55,2,"routine","deaths"
"ABC",2026,56,2,"routine","deaths"
"ABC",2026,57,2,"routine","deaths"
"ABC",2026,58,2,"routine","deaths"
"ABC",2026,59,1,"routine","deaths"
"ABC",2026,60,1,"routine","deaths"
"ABC",2026,61,1,"routine","deaths"
"ABC",2026,62,1,"routine","deaths"
"ABC",2026,63,1,"routine","deaths"
"ABC",2026,64,1,"routine","deaths"
"ABC",2026,65,1,"routine","deaths"
"ABC",2026,66,1,"routine","deaths"
"ABC",2026,67,1,"routine","deaths"
"ABC",2026,68,1,"routine","deaths"
"ABC",2026,69,1,"routine","deaths"
"ABC",2026,70,1,"routine","deaths"
"ABC",2026,71,1,"routine","deaths"
"ABC",2026,72,1,"routine","deaths"
"ABC",2026,73,0,"routine","deaths"
"ABC",2026,74,0,"routine","deaths"
"ABC",2026,75,0,"routine","deaths"
"ABC",2026,76,0,"routine","deaths"
"ABC",2026,77,0,"routine","deaths"
"ABC",2026,78,0,"routine","deaths"
"ABC",2026,79,0,"routine","deaths"
"ABC",2026,80,0,"routine","deaths"
"ABC",2026,81,0,"routine","deaths"
"ABC",2026,82,0,"routine","deaths"
"ABC",2026,83,0,"routine","deaths"
"ABC",2026,84,0,"routine","deaths"
"ABC",2026,85,0,"routine","deaths"
"ABC",2026,86,0,"routine","deaths"
"ABC",2026,87,0,"routine","deaths"
"ABC",2026,88,0,"routine","deaths"
"ABC",2026,89,0,"routine","deaths"
"ABC",2026,90,0,"routine","deaths"
"ABC",2026,91,0,"routine","deaths"
"ABC",2026,92,0,"routine","deaths"
"ABC",2026,93,0,"routine","deaths"
"ABC",2026,94,0,"routine","deaths"
"ABC",2026,95,0,"routine","deaths"
"ABC",2026,96,0,"routine","deaths"
"ABC",2026,97,0,"routine","deaths"
"ABC",2026,98,0,"routine","deaths"
"ABC",2026,99,0,"routine","deaths"
"ABC",2026,100,0,"routine","deaths"
"ABC",2027,0,27,"routine","deaths"
"ABC",2027,1,13,"routine","deaths"
"ABC",2027,2,12,"routine","deaths"
"ABC",2027,3,12,"routine","deaths"
"ABC",2027,4,12,"routine","deaths"
"ABC",2027,5,11,"routine","deaths"
"ABC",2027,6,11,"routine","deaths"
"ABC",2027,7,11,"routine","deaths"
"ABC",2027,8,10,"routine","deaths"
"ABC",2027,9,10,"routine","deaths"
"ABC",2027,10,10,"routine","deaths"
"ABC",2027,11,10,"routine","deaths"
"ABC",2027,12,9,"routine","deaths"
"ABC",2027,13,9,"routine","deaths"
"ABC",2027,14,10,"routine","deaths"
"ABC",2027,15,13,"routine","deaths"
"ABC",2027,16,10,"routine","deaths"
"ABC",2027,17,8,"routine","deaths"
"ABC",2027,18,5,"routine","deaths"
"ABC",2027,19,7,"routine","deaths"
"ABC",2027,20,7,"routine","deaths"
"ABC",2027,21,8,"routine","deaths"
"ABC",2027,22,8,"routine","deaths"
"ABC",2027,23,10,"routine","deaths"
"ABC",2027,24,12,"routine","deaths"
"ABC",2027,25,12,"routine","deaths"
"ABC",2027,26,11,"routine","deaths"
"ABC",2027,27,11,"routine","deaths"
"ABC",2027,28,10,"routine","deaths"
"ABC",2027,29,10,"routine","deaths"
"ABC",2027,30,9,"routine","deaths"
"ABC",2027,31,9,"routine","deaths"
"ABC",2027,32,8,"routine","deaths"
"ABC",2027,33,8,"routine","deaths"
"ABC",2027,34,8,"routine","deaths"
"ABC",2027,35,7,"routine","deaths"
"ABC",2027,36,7,"routine","deaths"
"ABC",2027,37,6,"routine","deaths"
"ABC",2027,38,6,"routine","deaths"
"ABC",2027,39,4,"routine","deaths"
"ABC",2027,40,4,"routine","deaths"
"ABC",2027,41,4,"routine","deaths"
"ABC",2027,42,4,"routine","deaths"
"ABC",2027,43,4,"routine","deaths"
"ABC",2027,44,3,"routine","deaths"
"ABC",2027,45,3,"routine","deaths"
"ABC",2027,46,3,"routine","deaths"
"ABC",2027,47,3,"routine","deaths"
"ABC",2027,48,3,"routine","deaths"
"ABC",2027,49,3,"routine","deaths"
"ABC",2027,50,3,"routine","deaths"
"ABC",2027,51,2,"routine","deaths"
"ABC",2027,52,2,"routine","deaths"
"ABC",2027,53,2,"routine","deaths"
"ABC",2027,54,2,"routine","deaths"
"ABC",2027,55,2,"routine","deaths"
"ABC",2027,56,2,"routine","deaths"
"ABC",2027,57,2,"routine","deaths"
"ABC",2027,58,2,"routine","deaths"
"ABC",2027,59,1,"routine","deaths"
"ABC",2027,60,1,"routine","deaths"
"ABC",2027,61,1,"routine","deaths"
"ABC",2027,62,1,"routine","deaths"
"ABC",2027,63,1,"routine","deaths"
"ABC",2027,64,1,"routine","deaths"
"ABC",2027,65,1,"routine","deaths"
"ABC",2027,66,1,"routine","deaths"
"ABC",2027,67,1,"routine","deaths"
"ABC",2027,68,1,"routine","deaths"
"ABC",2027,69,1,"routine","deaths"
"ABC",2027,70,1,"routine","deaths"
"ABC",2027,71,1,"routine","deaths"
"ABC",2027,72,1,"routine","deaths"
"ABC",2027,73,0,"routine","deaths"
"ABC",2027,74,0,"routine","deaths"
"ABC",2027,75,0,"routine","deaths"
"ABC",2027,76,0,"routine","deaths"
"ABC",2027,77,0,"routine","deaths"
"ABC",2027,78,0,"routine","deaths"
"ABC",2027,79,0,"routine","deaths"
"ABC",2027,80,0,"routine","deaths"
"ABC",2027,81,0,"routine","deaths"
"ABC",2027,82,0,"routine","deaths"
"ABC",2027,83,0,"routine","deaths"
"ABC",2027,84,0,"routine","deaths"
"ABC",2027,85,0,"routine","deaths"
"ABC",2027,86,0,"routine","deaths"
"ABC",2027,87,0,"routine","deaths"
"ABC",2027,88,0,"routine","deaths"
"ABC",2027,89,0,"routine","deaths"
"ABC",2027,90,0,"routine","deaths"
"ABC",2027,91,0,"routine","deaths"
"ABC",2027,92,0,"routine","deaths"
"ABC",2027,93,0,"routine","deaths"
"ABC",2027,94,0,"routine","deaths"
"ABC",2027,95,0,"routine","deaths"
"ABC",2027,96,0,"routine","deaths"
"ABC",2027,97,0,"routine","deaths"
"ABC",2027,98,0,"routine","deaths"
"ABC",2027,99,0,"routine","deaths"
"ABC",2027,100,0,"routine","deaths"
"ABC",2028,0,28,"routine","deaths"
"ABC",2028,1,13,"routine","deaths"
"ABC",2028,2,12,"routine","deaths"
"ABC",2028,3,12,"routine","deaths"
"ABC",2028,4,12,"routine","deaths"
"ABC",2028,5,11,"routine","deaths"
"ABC",2028,6,11,"routine","deaths"
"ABC",2028,7,11,"routine","deaths"
"ABC",2028,8,10,"routine","deaths"
"ABC",2028,9,10,"routine","deaths"
"ABC",2028,10,10,"routine","deaths"
"ABC",2028,11,10,"routine","deaths"
"ABC",2028,12,10,"routine","deaths"
"ABC",2028,13,9,"routine","deaths"
"ABC",2028,14,9,"routine","deaths"
"ABC",2028,15,9,"routine","deaths"
"ABC",2028,16,13,"routine","deaths"
"ABC",2028,17,10,"routine","deaths"
"ABC",2028,18,8,"routine","deaths"
"ABC",2028,19,5,"routine","deaths"
"ABC",2028,20,7,"routine","deaths"
"ABC",2028,21,7,"routine","deaths"
"ABC",2028,22,8,"routine","deaths"
"ABC",2028,23,8,"routine","deaths"
"ABC",2028,24,10,"routine","deaths"
"ABC",2028,25,12,"routine","deaths"
"ABC",2028,26,11,"routine","deaths"
"ABC",2028,27,11,"routine","deaths"
"ABC",2028,28,10,"routine","deaths"
"ABC",2028,29,10,"routine","deaths"
"ABC",2028,30,9,"routine","deaths"
"ABC",2028,31,9,"routine","deaths"
"ABC",2028,32,9,"routine","deaths"
"ABC",2028,33,8,"routine","deaths"
"ABC",2028,34,8,"routine","deaths"
